comment_id,cleaned_text,token_count
165,lalu apa yang prabowo lakukan januari inpres no terbit target efisiensi anggaran rp triliun yang pertama dipotong → kesehatan rp triliun dari total pagu → pendidikan dasar amp menengah rp triliun → pekerjaan umum rp triliun dana,24
166,program makan bergizi gratis dikelola secara efisien dan tepat sasaran demi memenuhi gizi anak untuk membangun generasi emas yang sehat dan cerdas,25
167,program makan bergizi gratis dikelola secara efisien dan tepat sasaran demi memenuhi gizi anak untuk membangun generasi emas yang sehat dan cerdas,5
168,ini program makan bergizi gratis apa membunuh secara gratis ya,26
169,baca di sini harga sejumlah bahan pokok di kulon progo mulai dari sayuran telur hingga daging ayam turun selama libur program makan bergizi gratis mbg sehingga daya beli warga meningkat dan penjualan pedagang di pasar wates ikut terdongkrak iq,15
170,projek makan bergizi gratis untuk pelajar sekolah pun gagal prabowo ni dia cekap bab berjoget atas pentas lepas habis pidato je lahhhhhh tak caya tanya orang indonesia guys…,34
171,program makan bergizi gratis mbg menjadi sorotan di tengah berbagai kritik yang muncul mengapa pemerintah dinilai begitu defensif terhadap program ini apa yang sebenarnya terjadi di balik kebijakan andalan tersebut simak pembahasannya hanya di youtube hyprbuzz,11
172,program makan bergizi gratis merupakan wujud nyata kepedulian pemerintah terhadap masa depan anak bangsa,11
173,bgn mengoptimalkan program makan bergizi gratis melalui efisiensi ketepatan sasaran dan akuntabilitas demi manfaat maksimal bagi anak indonesia,26
174,kalo mbg yg dimaksud mau belajar guys baru percaya tp kalo mbg makan bergizi gratis kaga ngaruh kaga bikin pinter cuma ngaruh diperut dan pemilik sppg,28
175,kepala bakom ri m qodari menyebut pelaksanaan makan bergizi gratis mbg di daerah tertinggal terdepan dan terluar atau t membutuhkan skema tersendiri nonton episode beresberes mbg di,32
176,badan gizi nasional bgn berkomitmen menyisir kembali anggaran operasional serta pengadaan barang dan jasa yang dinilai tidak berkaitan langsung dengan program makan bergizi gratis mbg nonton episode beresberes mbg di,28
177,ksp dudung abdurachman meluruskan bahwa adanya perbaikan tata kelola bukan berarti mengurangi komitmen pemerintah dalam menjalankan program makan bergizi gratis mbg pembenahan administrasi ini justru krusial demi memastikan pelaksanaan program berjalan lebih transparan,24
178,kepala bakom ri m qodari menjelaskan program makan bergizi gratis mbg sejak awal dirancang bersifat universal karena kondisi sosial ekonomi siswa dalam satu sekolah sangat beragam nonton episode beresberes mbg di,16
179,kepala staf kepresidenan dudung abdurachman menegaskan bahwa pemerintah tetap berkomitmen penuh terhadap program makan bergizi gratis mbg langkah pembenahan tata kelola yang tengah berjalan saat ini dilakukan agar program strategis presiden tersebut semakin akuntabel,13
180,jangan pula korupsi di bungkus dg dalih bansos kopdes mp makan bergizi gratis karena sejatinyakritik itu lahir dr ketidakmampuan pejabat dlm mengolah otak nya dan pribadi nya yg tdk mau intropeksi baik dlm kapasitas sbg pejabatpribadi,25
181,pemkab kudus terus memperkuat pelaksanaan program makan bergizi gratis mbg melalui rapat evaluasi yang dipimpin wakil bupati kudus bellinda birton selaku ketua satuan tugas percepatan dan penanganan program mbg kabupaten kudus di pendapa kabupaten kudus senin m,25
182,opini boleh berbeda tetapi semangat membangun indonesia harus tetap menjadi tujuan bersama di tengah berbagai dinamika dan penolakan dari sebagian kelompok dukungan masyarakat terhadap program makan bergizi gratis mbg terus mengalir dari berbagai daerah,24
183,sultan bachtiar najamudin ketua dewan perwakilan daerah dpd ri dia yang mengusulkan agar rakyat khususnya yang mampu ikut menyumbang atau memberikan sumbangan sukarela termasuk lewat zakat infak sedekah untuk mendukung program makan bergizi gratis mbg,24
184,kejaksaan agung kejagung menetapkan eks kepala badan gizi nasional dadan hindayana sebagai tersangka kasus korupsi penyimpangan tata kelola program makan bergizi gratis mbg,12
185,terimakasih riza ‍♀️✨ ini adalah bukti kalau masyarakat perlu pendidikan daripada sekedar makan gratis bergizi aja benerbener definisi berguna amp bermanfaat bagi lingkungan its my dream too lt ‍♀️✨,24
186,bem universitas indonesia bersama sejumlah elemen masyarakat sipil menggelar aksi damai bertajuk solidarity campaign di kawasan car free day bundaran hi jakarta pada minggu dalam aksi tersebut peserta menyampaikan berbagai aspirasi kepada pemerintah di antaranya,32
187,kawan pajak tahukah kamu kalau program makan bergizi gratis mbg juga berkontribusi terhadap penerimaan pajak agar pelaksanaannya berjalan lancar transparan dan akuntabel setiap pihak yang menjalankan kegiatan usaha dalam ekosistem mbg,29
188,ribuan warga di sidoarjo menggelar aksi dukungan terhadap program makan bergizi gratis mbg massa juga menyerukan lanjutkan mbg dan prabowo periode,24
189,aksi damai warga sidoarjo dukung program makan bergizi gratis,21
190,makan bergizi gyeonggi jika kita melakukan pencarian di youtube dengan kata kunci ‘korean school lunch’ maka akan ada ratusan hingga ribuan video yang memperkenalkan makan siang di sekolah korea kschool meal dikenal karena proses pengolahannya yang langsung ramah,21
191,mbg makan bergizi gratis dr om abi,30
192,ini bukan tuduhan berlebihan ketika militer mulai masuk ke ruang ekonomi desa program makan bergizi gratis hingga rekrutmen pegawai sipil — polanya layak dibaca sebagai kecenderungan yang sistemik bukan serangkaian insiden yang kebetulan terjadi bersamaan,15
193,tni dan polri tak hanya terlibat dalam pengamanan tetapi juga memegang peran dalam pelaksanaan program makan bergizi gratis mbg mulai dari posisi di badan gizi nasional bgn hingga pengelolaan ratusan satuan pelayanan pemenuhan gizi sppg apa dampaknya bagi pelaksanaan,16
194,program makan bergizi gratis mbg lagi jadi sorotan seorang ekonom mengusulkan anggaran mbg tahun nggak cuma dipotong rp triliun tapi sampai rp triliun dari total pagu rp triliun,25
195,kawan pajak tahukah kamu kalau program makan bergizi gratis mbg juga berkontribusi terhadap penerimaan pajak,31
196,ketua umum pkb muhaimin iskandar cak imin menyatakan kesiapannya jika ditugaskan mengurus badan gizi nasional bgn atau program makan bergizi gratis mbg menurutnya persoalan tersebut bisa diselesaikan hanya dalam waktu dua hari karena perhitungannya dinilai sangat,30
197,presiden mengungkapkan bahwa banyak negara kini ingin belajar dari indonesia terkait pelaksanaan program makan bergizi gratis mbg hal ini dikarenakan program mbg yang dijalankan indonesia dinilai memiliki keunggulan dan keunikan tersendiri bahkan jika dibandingkan dengan,31
198,senyum dan semangat anakanak sd menjadi dukungan nyata bagi program makan bergizi gratis,29
199,sekitar seribu warga yang tergabung dalam forum komunikasi mbg sidoarjo bersatu menggelar aksi damai di depan pendopo delta wibawa kabupaten sidoarjo jawa timur pada senin massa aksi yang terdiri dari elemen petani nelayan pedagang pasar pemasok hingga,26
200,dari desadesa di pegunungan papua hingga pelosok nusa tenggara makan bergizi gratis telah menjadi bukti nyata kehadiran negara untuk anakanak bangsa,31
201,bagi anakanak di daerah terpencil program makan bergizi gratis bukan sekadar makanan — tapi harapan,16
202,mbg makan bergizi gratis atau makan bergizi golongan tertentu politisi ini jujur mereka yang lapar bukan rakyat yang kesulitan pahit tapi nyata,11
203,sosialisasi program makan bergizi gratis mbg kepada kelompok b yaitu ibu hamil ibu menyusui dan balita menjadi langkah penting untuk meningkatkan pemahaman tentang pentingnya asupan gizi sejak awal kehidupan generasi sehat dimulai dari ibu yang sehat,26
204,kolaborasi dapur makan bergizi gratis mbg dengan umkm lokal menjadi langkah nyata memperkuat rantai pasok pangan nasional bahan baku dari petani peternak nelayan dan pelaku umkm dapat terserap sekaligus menghadirkan manfaat ekonomi bagi masyarakat,27
205,ribuan massa di probolinggo dukung program makan bergizi gratis tetap berjalan,30
206,program makan bergizi gratis mbg adalah contoh nyata bagaimana program pemerintah dapat memberikan manfaat yang luas bagi masyarakat mulai dari peningkatan gizi hingga pemberdayaan ekonomi,27
207,fraksi partai gerindra mendengarkan seluruh aspirasi masyarakat terhadap program makan bergizi gratis mbg baik yang memberikan dukungan maupun kritik kami mendukung pembenahan tata kelola agar pelaksanaan mbg semakin tepat sasaran transparan dan akuntabel,23
208,evaluasi rutin terhadap program makan bergizi gratis mbg adalah langkah yang tepat untuk mengidentifikasi tantangan dan perbaikan dengan tata kelola yang baik program ini diharapkan dapat terus berjalan dengan lancar dan memberikan manfaat yang berkelanjutan bagi masyarakat,23
209,melihat senyum bahagia para siswa saat menerima makan bergizi gratis mbg adalah motivasi terbesar kami semoga program ini terus memberikan manfaat bagi tumbuh kembang dan masa depan anakanak indonesia,34
210,program makan bergizi gratis terus disempurnakan agar manfaatnya semakin tepat sasaran mendukung terwujudnya generasi indonesia yang lebih sehat cerdas dan berkualitas,27
211,suasana hangat dan penuh kebersamaan saat tim sppg berinteraksi dengan warga kelurahan sangkrah dalam program makan bergizi gratis mbg kami berharap program ini dapat terus mempererat tali silaturahmi dan memberikan dampak positif bagi kesehatan masyarakat,27
212,program makan bergizi gratis memberikan dampak positif bagi perekonomian nasional terutama bagi para petani nelayan dan pelaku umkm dengan melibatkan berbagai pihak program ini dapat membantu meningkatkan kesejahteraan masyarakat dan memperkuat ketahanan pangan nasional,11
213,kolaborasi antara berbagai pihak mulai dari posyandu hingga puskesmas menjadi kekuatan utama dalam pelaksanaan program makan bergizi gratis mbg dengan bersinergi kita dapat menciptakan ekosistem yang lebih baik untuk meningkatkan kesehatan dan gizi masyarakat,31
214,transparansi dan akuntabilitas adalah kunci keberhasilan program makan bergizi gratis mbg pemerintah terus berupaya memastikan anggaran yang digunakan tepat sasaran dan memberikan manfaat langsung bagi masyarakat mari kita dukung dan awasi bersama pelaksanaan program ini,22
215,berbagi keceriaan dan makan bergizi gratis mbg dengan ibuibu dan anakanak di kelurahan sangkrah semoga program ini dapat membantu meningkatkan kualitas kesehatan dan gizi masyarakat terutama bagi ibu hamil dan balita,28
216,tim sppg kartajaya padalarang bersiap untuk mendistribusikan makan bergizi gratis mbg ke sekolah kami berkomitmen untuk memastikan setiap siswa mendapatkan asupan gizi yang cukup untuk menunjang proses belajar mereka,22
217,bgn berencana menghemat rp triliun untuk anggaran makan bergizi gratis mbg tahun melalui langkah strategis termasuk evaluasi penerima dan sistem insentif,25
218,bgn tegas program makan bergizi gratis tetap jalan sesuai mandat presiden prabowo meski ada demo mahasiswa fokus utama perbaikan tata kelola amp larangan konflik kepentingan bagi pegawai,32
219,polemik implementasi program makan bergizi gratis mbg tampaknya kian membelah opini publik secara tajam,20
220,menteri keuangan menkeu purbaya yudhi sadewa mengambil langkah tegas demi mengamankan uang negara kementerian keuangan bakal membentuk tim khusus berskala nasional untuk mengawasi ketat penggunaan anggaran program makan bergizi gratis mbg di seluruh wilayah indonesia tim,22
221,program makan bergizi gratis sukses serap jutaan tenaga kerja lewat sinergi bareng petani nelayan umkm dan bumdes untuk perkuat rantai pasok pangan nasional yuk dukung terus ekonomi lokal kita,28
222,embege go internasional program makan bergizi gratis mbg kembali menjadi perhatian publik tidak hanya di dalam negeri tetapi juga di luar negeri media televisi korea selatan obs gyeongin tv menyoroti sejumlah insiden dugaan keracunan massal yang terjadi dalam pelaksanaan,30
223,purbaya bukabukaan soal nasib anggaran makan bergizi gratis nj,26
224,tim jurnalisme data harian kompas menemukan fakta ini dari olahan data siswa miskin dan kurang gizi dengan penerima manfaat program makan bergizi gratis mbg ada kabupatenkota yang ratarata melayani kali lipat dibandingkan dengan target prioritas siswa miskin dan,22
225,rencana kementerian keuangan untuk mengevaluasi penggunaan anggaran badan gizi nasional setiap dua bulan sekali menjadi langkah penting dalam memperkuat tata kelola program makan bergizi gratis kebijakan ini menunjukkan bahwa pemerintah tidak hanya fokus pada pelaksanaan program,26
226,menu makan bergizi gratis kini semakin digemari karena perpaduan rasa lezat dan nutrisi lengkap di dalamnya,7
227,kemenkeu pastikan anggaran program makan bergizi gratis mbg diawasi ketat setiap dua bulan sekali agar tepat sasaran bagi masyarakat,28
228,kolaborasi dapur mbg amp umkm memberdayakan umkm lokal melalui program makan bergizi gratis mbg untuk memperkuat ketahanan pangan nasional program ini melibatkan ribuan petani nelayan umkm dan bumdes menciptakan lapangan kerja amp menggerakkan ekonomi desa,29
229,pemerintah pastikan program makan bergizi gratis tepat sasaran amp transparan melalui kemenkeu anggaran akan diawasi secara berkala dengan evaluasi setiap dua bulan keadilan amp keakuratan menjadi prioritas utama,29
230,program makan bergizi gratis mbg adalah investasi strategis untuk memastikan asupan nutrisi anak terpenuhi berdasarkan hasil kajian nutrisi seimbang terbukti nyata memperkuat daya tahan tubuh mendorong fokus di kelas serta mendukung tumbuh kembang yang optimal,11
231,program makan bergizi gratis mbg adalah investasi strategis untuk memastikan asupan nutrisi anak terpenuhi berdasarkan hasil kajian nutrisi seimbang terbukti nyata memperkuat daya tahan tubuh mendorong fokus di kelas serta mendukung tumbuh kembang yang optimal,24
232,program makan bergizi gratis mbg makin mantap lewat tata kelola yang efisien ​efisiensi ini fokus memotong biaya operasional—bukan mengurangi porsi atau gizi makanan si kecil malah potensi penghematan apbn bisa mencapai rp triliun lho ​ ​,30
233,antrean tertib siswa saat menerima makan bergizi gratis menjadi pemandangan rutin yang penuh semangat di berbagai sekolah dasar,12
234,dengan gizi yang cukup melalui makan bergizi gratis siswa memiliki energi lebih untuk mengikuti kegiatan ekstrakurikuler,23
235,makan bergizi gratis adalah langkah pasti menuju masa depan yang lebih cerah bagi setiap anak indonesia,30
236,kabar gembira bagi para petani buah implementasi program makan bergizi gratis kini menjadi penggerak ekonomi baru di sektor pertanian dampak positifnya nyata dirasakan langsung oleh para petani di daerah,29
237,mbg go international lagi kali ini lewat korupsi pengadaan motor listrik sama tvdari program makan bergizi gratis sekarang malah bikin pejabatnya ikut bergizi di tahanan prestasi juga,15
238,efisiensi yang tepat membuat program makan bergizi gratis semakin efektif transparan dan tepat sasaran untuk mendukung generasi sehat indonesia,17
239,efisiensi yang tepat membuat program makan bergizi gratis semakin efektif transparan dan tepat sasaran untuk mendukung generasi sehat indonesia,11
240,efisiensi yang tepat membuat program makan bergizi gratis semakin efektif transparan dan tepat sasaran untuk mendukung generasi sehat indonesia,11
241,langkah konkret demi transparansi kemenkeu berencana mengevaluasi anggaran bgn setiap dua bulan sekali langkah ini diambil untuk memastikan program makan bergizi gratis mbg berjalan dengan tata kelola yang kuat dan anggarannya benarbenar tepat sasaran bagi masyarakat,17
242,kementerian keuangan republik indonesia memiliki rencana untuk mengevaluasi penggunaan anggaran bgn setiap bulan sekali sebagai upaya untuk memperkuat tata kelola program makan bergizi gratis agar terwujud pelaksanaan yang semakin baik dan berkualitas sesuai tujuannya,15
243,program makan bergizi gratis mbg di wilayah kelurahan sangkrah kecamatan surakarta secara berkala disosialisasikan dan dievaluasi langsung oleh pemerintah kelurahan beserta instansi terkait,15
244,bisa menabung menghemat uang jajan serta bisa mencoba dan merasakan berbagai macam menu yang belum pernah dicoba sebelumnya adalah beberapa manfaat dari adanya program makan bergizi gratis yang dirasakan oleh anak anak sekolah penerima manfaat mbg,17
245,program makan bergizi gratis tetap berjalan maksimal pemerintah melakukan efisiensi pengelolaan anggaran agar lebih tepat sasaran tanpa mengurangi manfaat bagi masyarakat luas,11
246,dpr ri mendukung penuh empat langkah efisiensi badan gizi nasional agar program makan bergizi gratis semakin akuntabel dan memberikan manfaat besar bagi anak negeri,16
247,badan gizi nasional lakukan efisiensi program makan bergizi gratis melalui jurus jitu guna menghemat anggaran apbn hingga rp triliun,11
248,ga sengaja foto eh ada “makan bergizi hak anak indonesia” ini makan bergizi aja kan bukan makan bergizi gratis alias mbg,10
249,dukung program makan bergizi gratis mbg untuk anak sekolah amp ibu hamil gizi baik hari ini generasi emas ayo kawal barengbareng ✨,19
250,belakangan ini banyak isu beredar kalau efisiensi program makan bergizi gratis mbg bakal bikin porsi makan anakanak berkurang atau gizinya dipotong,14
251,pemerintah berkomitmen penuh menjaga kualitas program makan bergizi gratis mbg tetap maksimal,29
252,dpr ri setujui langkah efisiensi program makan bergizi gratis mbg langkah ini sukses menghemat anggaran negara hingga rp triliun ​,27
253,dpr dukung program makan bergizi gratis lewat efisiensi yang lebih akuntabel dan tepat sasaran,14
254,dukung program makan bergizi gratis untuk kebaikan generasi muda,19
255,makan bergizi gratis untuk generasi emas indonesia,25
256,makan bergizi gratis solusi untuk anak lebih sehat fokus dan cerdas mari wujudkan generasi indonesia yang unggul bersama,8
257,nutrisi terpenuhi prestasi menanti mari kita kawal dan dukung bersama program makan bergizi gratis untuk melihat lebih banyak anak indonesia berprestasi,7
258,nutrisi terpenuhi prestasi menanti mari kita kawal dan dukung bersama program makan bergizi gratis untuk melihat lebih banyak anak indonesia berprestasi,28
259,makan bergizi gratis penuhi gizi anak setiap hari demi wujudkan generasi emas indonesia yang hebat,19
260,anak sehat dan cerdas adalah kunci masa depan bangsa mari penuhi gizi lewat makan bergizi gratis,17
261,distribusi makan bergizi gratis di sekolah dikawal pemenuhan gizi pelajar jadi perhatian bersama bhabinkamtibmas kelurahan sunyaragi melaksanakan monitoring pendistribusian makanan bergizi gratis mbg dari sppg kesambi drajat yayasan kemala bhayangkari menuju smkn cirebon,24
262,kaya makanan mbg bergizi aja pak wkwkk lalu “dikasih makan gratis melahirkan generasi baru yg lebih baik” utopis sekali kalau mau cetak generasi yg lebih baik perbaiki kualitas pendidikan ratakan program sekolah gratis di indonesia bukan malah dipotong budget pendidikan,23
263,begini jawaban nya adek adek saat di tanyakan apa manfaat dari makan bergizi gratis ternyata banyak yah bisa menabung dan menghemat uang jajan lanjutkan mbg,21
264,program makan bergizi gratis menjadi langkah nyata untuk membantu memenuhi kebutuhan gizi anakanak indonesia dengan asupan yang baik generasi muda memiliki kesempatan lebih besar untuk tumbuh sehat belajar optimal dan mengembangkan potensinya,21
265,program makan bergizi gratis menjadi langkah nyata untuk membantu memenuhi kebutuhan gizi anakanak indonesia dengan asupan yang baik generasi muda memiliki kesempatan lebih besar untuk tumbuh sehat belajar optimal dan mengembangkan potensinya,23
266,program makan bergizi gratis menjadi langkah nyata untuk membantu memenuhi kebutuhan gizi anakanak indonesia dengan asupan yang baik generasi muda memiliki kesempatan lebih besar untuk tumbuh sehat belajar optimal dan mengembangkan potensinya,25
267,program makan bergizi gratis menjadi langkah nyata untuk membantu memenuhi kebutuhan gizi anakanak indonesia dengan asupan yang baik generasi muda memiliki kesempatan lebih besar untuk tumbuh sehat belajar optimal dan mengembangkan potensinya,25
268,dukung program makan bergizi gratis di papua barat daya,25
269,dukung bersama program makan bergizi gratis,28
270,dukung bersama program makan bergizi gratis,24
271,kan emang bener presiden yang gila itu takut sama orang pinter makanya program dia makan bergizi gratis biar pemuda generasi berikutnya bodoh,26
272,program makan bergizi gratis mbg hadir untuk mendukung generasi sehat dan mendorong pertumbuhan ekonomi,26
273,program makan bergizi gratis mbg hadir untuk mendukung generasi sehat dan mendorong pertumbuhan ekonomi,27
274,program makan bergizi gratis mbg hadir untuk mendukung generasi sehat dan mendorong pertumbuhan ekonomi,15
275,distribusi dan sosialisasi program makan bergizi gratis mbg untuk kelompok b terus diperluas kali ini giliran ibu hamil ibu menyusui dan balita di kelurahan sangkrah kota surakarta jawa tengah yang mendapatkan edukasi sekaligus manfaat program investasi terbaik bangsa,24
276,dukung program makan bergizi gratis di papua barat daya,27
277,dukung program makan bergizi gratis di papua barat daya,24
278,investasi dalam program makan bergizi gratis mbg adalah langkah cerdas untuk menciptakan generasi sehat dan produktif mendukung masa depan bangsa yang lebih gemilang,24
279,program makan bergizi gratis adalah langkah cerdas investasi untuk generasi mendatang mari kita dukung inisiatif ini demi masa depan yang lebih sehat dan berdaya saing,18
280,program makan bergizi gratis mbg bukan hanya investasi untuk meningkatkan kualitas gizi generasi penerus tetapi juga menjadi penggerak roda perekonomian,10
281,anggaran program makan bergizi gratis mbg dipastikan mengalami pemangkasan sejalan dengan upaya perbaikan tata kelola yang diperintahkan presiden prabowo subianto badan gizi nasional bgn disebut telah memiliki angka final anggaran yang bakal dihemat…,8
282,jangan gampang kemakan isu hoax yang bilang makan bergizi gratis mbg itu cuma buangbuang anggaran faktanya program ini justru hadir langsung buat mencukupi gizi anakanak kita bikin mereka lebih fokus belajar di sekolah,21
283,menteri koordinator bidang pangan zulkifli hasan menegaskan bahwa pemerintah saat ini tengah memfokuskan pembenahan internal pada program makan bergizi gratis mbg langkah strategis tersebut diambil menyusul adanya perombakan pada jajaran pimpinan badan gizi nasional bgn,21
284,anggota komisi xiii dpr ri sugiat santoso menilai lembaga perlindungan saksi dan korban lpsk tidak seharusnya memberikan perlindungan kepada tersangka korupsi tanpa dasar yang kuat pernyataan itu disampaikan setelah kejaksaan agung menolak permohonan justice collaborator,21
285,apresiasi presiden ri jenderal tni purn h prabowo subianto terhadap pelaksanaan program makan bergizi gratis mbg,30
286,program makan bergizi gratis mbg adalah program prioritas pemerintah dengan tujuan baik yaitu memperbaiki status gizi anak mengurangi stunting dan meningkatkan kualitas sumber daya manusia indonesia secara umum program ini sudah berjalan cukup masif per mei,28
287,menutup first half of dengan bagi makan siang bergizi dan kopi gratis bareng komunitas remote worker workfriendscoffee untuk teman ojol dan umkm di jogja terima kasih jogja yang infrastruktur dan warganya begitu ramah untuk para pekerja remote semoga second half of,36
288,iyaa kita usahakan makan bergizi meski gak gratis ituh,24
289,makan bergizi gratis,14
290,dalam program makan bergizi gratis mbg efisiensi dilakukan dengan memperbaiki tata kelola distribusi dan pengadaan tanpa mengurangi standar kualitas maupun nilai gizi makanan yang diterima para penerima manfaat,23
291,program makan bergizi gratis mbg terus diperkuat agar manfaatnya semakin tepat sasaran,26
292,efisiensi mbg gizi tetap terjaga efisiensi bukan berarti mengurangi kualitas dalam program makan bergizi gratis mbg porsi dan mutu makanan tetap menjadi prioritas agar kebutuhan gizi peserta didik tetap terpenuhi,10
293,demi viral program bobrok malah dijadikan brand mbg makan bergizi gratis ❌ mbg makan banyak gess ✅ scig recehdivis,22
294,just out badan eksekutif mahasiswa universitas indonesia bersama aliansi mahasiswa menggelar aksi mimbar rakyat di car free day bundaran hi jakarta pada minggu juni mereka memanfaatkan keramaian hari ulang tahun ke jakarta untuk mengajak masyarakat berdialog,21
295,tv korsel soroti program makan bergizi gratis yang berujung keracunan massal pengawasan lemah manajemen amburadul anggaran melayang,34
296,klarifikasi hoax fabricated content salah mk dan dpr resmi hentikan mbg beredar unggahan foto arsip dari akun facebook “cak min” pada jumat isinya berupa informasi tentang mk dan dpr resmi hentikan mbg cek fakta faktanya setelah di telusuri dan menelusuri,21
297,makan bergizi gratis mbg itu sangat baik coba klo generasianak² kurang gizi kasihan pakgizi itu sama saja dg vitaminklo kurang vitamin atau gizi generasi kita mau jadi apa,31
298,pengajuan ini dilakukan dalam perkara gugatan uji materiil undangundang anggaran pendapatan dan belanja negara apbn yang berkaitan dengan proyek makan bergizi gratis mbg,33
299,oleh kejaksaan agung kejagung beliau ditahan atas dugaan kasus korupsi penyelewengan dana program makan bergizi gratis mbg yang seharusnya dialokasikan penuh untuk pemenuhan gizi masyarakat dan pengentasan stunting kasus penyalahgunaan wewenang ini tentu memicu kekecewaan,29
300,,36
301,program satu keluarga satu sarjana udah oke banget tp ada yg milih makan bergizi gratis,12
302,dpr ri menyepakati jurus efisiensi program makan bergizi gratis mbg oleh bgn menghemat anggaran negara hingga rp triliun,14
303,program makan bergizi gratis mbg dioptimalkan lewat efisiensi sistem demi menghemat anggaran negara tanpa mengurangi kualitas,11
304,menurut gue ini adalah standar makan bergizi nasi ayam tahu tempe dan lalapan syukursyukur ada telur terlebih lagi syukursyukur kalau gratis,13
305,dpr ri sepakati jurus efisiensi program makan bergizi gratis mbg dari badan gizi nasional berhasil menghemat anggaran negara hingga rp triliun langkah tepat sasaran,27
306,motor listrik buat makan bergizi gratis nganggur di gudang cikarang kena kasus korupsi kejagung anak sekolah masih nunggu makanan ini udah guys,23
307,kepala badan komunikasi pemerintah mengumumkan perbaikan tata kelola program makan bergizi gratis mbg dengan memprioritaskan kelompok b ibu hamil menyusui balita amp wilayah t demi intervensi hulu penekanan angka stunting,27
308,gw ikut krn makan bergizi gratis,27
309,tweet bgn menyiapkan empat langkah efisiensi dalam program makan bergizi gratis mbg dengan sejumlah penyesuaian anggaran diproyeksikan berpotensi menghemat apbn hingga sekitar rp triliun,23
310,kolombia memiliki program yang mirip dengan makan bergizi gratis mbg bernama programa de alimentación escolar pae dan itu telah berjalan selama puluhan tahun,11
311,just in luhut ungkap belanja mbg rp t belum banyak netes ke petani amp peternak ketua dewan ekonomi nasional luhut binsar pandjaitan menyampaikan bahwa potensi ekonomi program makan bergizi gratis yang diperkirakan lebih dari rp triliun per tahun belum sepenuhnya,11
312,bongkar pemborosan program makan bergizi gratis mbg diprediksi hemat rp triliun lewat jurus hemat bgn demi anggaran lebih efektif bagi anakanak,24
313,tumbuhkan ekonomi desa lewat mbg ini strategi jateng program makan bergizi gratis mbg di jawa tengah tidak hanya berfokus pada pemenuhan gizi masyarakat tetapi juga menjadi strategi untuk menggerakkan roda ekonomi desa,22
314,pemerintah terus memperkuat program pembangunan yang menyentuh langsung kebutuhan masyarakat salah satu fokus utama adalah pembenahan pelaksanaan makan bergizi gratis mbg agar berjalan lebih efektif tepat sasaran dan memberikan manfaat maksimal bagi penerima,26
315,pemerintah siapkan skema khusus mbg untuk wilayah t pemerintah terus memperluas pelaksanaan program makan bergizi gratis mbg agar menjangkau seluruh anak indonesia termasuk di wilayah terdepan terluar dan tertinggal t,27
316,pemerintah sedang menyiapkan skema khusus program makan bergizi gratis mbg untuk wilayah t langkah ini diambil agar layanan pemenuhan gizi dapat menjangkau masyarakat di daerah dengan karakteristik geografis dan kepadatan penduduk yang berbeda dari wilayah perkotaan,27
317,strategi jateng dalam program makan bergizi gratis adalah memperkuat sektor hulu ke hilir bumdes didorong tidak hanya jadi pemasok bahan baku tapi juga pengelola sppg agar nilai tambah perputaran ekonomi langsung dirasakan masyarakat desa,27
318,langkah tegas diambil presiden dengan merombak manajemen makan bergizi gratis bersama menko pangan pemerintah memperkuat peran koperasi desa merah putih sebagai jalur utama distribusi pangan yang aman bagi masyarakat luas,28
319,kebijakan makan bergizi gratis kini difokuskan kembali untuk kelompok b dan wilayah t pendekatan khusus ini diambil karena karakteristik kepadatan penduduk yang berbeda guna memastikan seluruh masyarakat mendapatkan hak gizi seimbang,19
320,pemerintah menyiapkan skema makan bergizi gratis mbg khusus untuk wilayah terdepan terluar tertinggal t guna memastikan pemenuhan gizi yang merata dan menjangkau masyarakat pelosok,20
321,warga jateng harus tau nih ekonomi desa bisa tumbuhan melalui ekosistem makan bergizi gratis,8
322,ekonomi desa bergerak lewat ekosistem makan bergizi gratis mbg strategi pemprov jateng dorong bumdes dan kdmp serap hasil panen petani peternak hingga nelayan lokal rantai pasok aman perputaran ekonomi mandiri masyarakat pun makin sejahtera,8
323,jawa tengah optimalkan bumdes dalam ekosistem makan bergizi gratis mbg untuk dongkrak ekonomi desa dan serap hasil pangan lokal,11
324,geografi boleh berbeda tapi hak gizi anak bangsa tetap sama pemerintah siapkan skema khusus makan bergizi gratis mbg untuk wilayah t agar distribusi lebih efektif dan tepat sasaran jarak bukan halangan demi generasi sehat,26
325,pemerintah siapkan skema khusus makan bergizi gratis mbg untuk pastikan pemenuhan gizi masyarakat di wilayah t dapat terjangkau secara merata dan efektif,27
326,efisiensi program makan bergizi gratis mbg oleh bgn terus didukung demi memastikan gizi anak bangsa terpenuhi secara merata dan tepat sasaran,24
327,program makan bergizi gratis bukan cuma soal gizi anak sekolah tapi juga tentang menghidupkan ekonomi petani lokal senang sekali mendengar petani di ntt bisa tersenyum lebar karena hasil panen buncis mereka terserap optimal mari terus dukung produk lokal ✊,17
328,dpr menyetujui empat langkah efisiensi bgn dalam pelaksanaan program makan bergizi gratis untuk mendukung tata kelola dan efektivitas program,8
329,mbg makan bergizi gratis,8
330,mbg makan bergizi gratis,12
331,pemerintah makin serius benahi program makan bergizi gratis targetnya ribu koperasi desa merah putih bakal siap dukung distribusi makanan sehat ini di akhir semoga makin lancar dan tepat sasaran,16
